college_x,height_x,position_x,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,salary,season,draft_round,draft_pick
University of Miami,77.0,G,3.9,0.395,1.5,7.8,0.43,3.3,0.779,2.6,2.0,131.0,10.3,853133.29,2017,2,32
Indiana University,82.0,C,1.1,0.373,0.4,7.5,0.5920000000000001,4.4,0.718,4.1,3.0,69.0,12.2,853133.29,2017,2,42
University of Wisconsin-Green Bay,80.0,F,0.8,0.35100000000000003,0.3,5.6,0.506,2.8,0.622,2.0,1.3,96.0,7.2,853133.29,2017,0,0
University of Kentucky,84.0,C,0.0,0.0,0.0,3.8,0.537,2.1,0.5589999999999999,2.9,1.6,78.0,5.8,853133.29,2017,2,48
University of Oregon,77.0,G,5.0,0.41600000000000004,2.1,10.0,0.455,4.6,0.732,3.9,2.9,75.0,14.1,853133.29,2017,2,41
Oklahoma State University,72.0,G,2.5,0.40700000000000003,1.0,12.7,0.44799999999999995,5.7,0.818,5.1,4.2,54.0,16.6,853133.29,2017,2,39
Baylor University,78.0,F,2.7,0.39899999999999997,1.1,6.4,0.47700000000000004,3.1,0.7509999999999999,3.0,2.2,134.0,9.5,853133.29,2017,0,0
"University of California, Los Angeles",82.0,F,0.3,0.314,0.1,14.0,0.531,7.4,0.86,6.5,5.6,127.0,20.5,853772.0,1992,1,19
University of Kentucky,78.0,F-C,0.6,0.244,0.1,6.7,0.503,3.4,0.733,2.9,2.1,134.0,9.0,854172.774,2006,0,0
Gonzaga University,82.0,F,0.1,0.222,0.0,8.2,0.518,4.2,0.715,7.1,5.1,127.0,13.6,854172.774,2006,2,37
Temple University,74.0,G,5.6,0.39799999999999996,2.2,12.0,0.40299999999999997,4.8,0.852,4.0,3.4,137.0,15.3,854172.774,2006,0,0
Florida State University,85.0,C,0.0,0.0,0.0,6.6,0.534,3.5,0.745,2.9,2.1,77.0,9.1,860090.0,2010,2,50
University of Iowa,74.0,G,3.0,0.44299999999999995,1.3,9.1,0.49200000000000005,4.5,0.831,3.7,3.1,130.0,13.1,861049.9999999999,1990,1,18
"University of Arizona, Georgia Institute of Technology",72.0,G,3.9,0.31,1.2,8.1,0.385,3.1,0.7390000000000001,2.7,2.0,101.0,9.4,861647.0869999999,2008,0,0
"Washington State University, California State University, Fullerton",71.0,G,7.6,0.37200000000000005,2.8,12.3,0.408,5.0,0.871,2.7,2.3,119.0,15.2,863025.9680000001,2013,0,0
University of South Florida,82.0,F,0.0,0.0,0.0,7.3,0.505,3.7,0.693,3.6,2.5,59.0,9.8,868050.0,2006,2,33
University of Minnesota,76.0,G-F,3.6,0.365,1.3,11.2,0.43700000000000006,4.9,0.718,2.8,2.0,130.0,13.1,874276.0,1998,1,26
"University of Wisconsin, Ohio State University",84.0,C-F,0.0,0.0,0.0,13.3,0.495,6.6,0.789,4.4,3.5,118.0,16.6,874772.53,1987,1,9
University of Kansas,84.0,C-F,0.0,0.0,0.0,9.1,0.488,4.4,0.6829999999999999,2.6,1.7,89.0,10.6,876645.0,1984,2,42
University of Wisconsin,83.0,C,0.0,0.0,0.0,2.0,0.545,1.1,0.759,0.6,0.5,95.0,2.7,878048.6400000001,2011,0,0
University of Arizona,82.0,F,2.3,0.405,0.9,4.5,0.409,1.9,0.818,0.6,0.5,34.0,5.2,880166.518,2014,2,40
University of Detroit Mercy,75.0,G,3.3,0.29,1.0,11.5,0.465,5.4,0.723,5.8,4.2,102.0,15.9,880167.596,2014,2,36
Bucknell University,83.0,F-C,0.5,0.313,0.2,10.8,0.501,5.4,0.8190000000000001,5.2,4.3,133.0,15.3,880167.596,2014,2,44
University of Missouri,71.0,G,3.3,0.34700000000000003,1.2,8.2,0.395,3.2,0.757,2.7,2.1,99.0,9.7,880167.596,2014,0,0
Wichita State University,75.0,G,2.7,0.306,0.8,5.7,0.379,2.2,0.809,1.9,1.5,62.0,6.7,880167.596,2014,0,0
Saint Mary's College of California,76.0,G,5.6,0.37799999999999995,2.1,10.5,0.415,4.3,0.86,4.0,3.4,136.0,14.2,880167.596,2014,0,0
Belmont University,75.0,G,6.0,0.425,2.6,10.6,0.484,5.1,0.81,2.0,1.6,133.0,14.4,880167.596,2014,0,0
Virginia Commonwealth University,76.0,G,5.2,0.386,2.0,6.1,0.389,2.4,0.782,0.7,0.5,125.0,7.3,880167.596,2014,0,0
Georgetown University,80.0,G-F,2.9,0.44,1.3,6.5,0.478,3.1,0.6759999999999999,1.7,1.2,99.0,8.7,880167.596,2014,0,0
University of Kansas,84.0,C,0.0,1.0,0.0,4.9,0.568,2.8,0.726,3.3,2.4,117.0,8.0,880167.596,2014,2,39
University of Louisville,72.0,G,3.9,0.345,1.4,11.3,0.413,4.7,0.76,4.8,3.7,133.0,14.3,880167.596,2014,2,47
University of Washington,78.0,G,1.4,0.34299999999999997,0.5,4.6,0.44299999999999995,2.0,0.736,1.0,0.7,123.0,5.3,880167.596,2014,0,0
Murray State University,72.0,G,5.5,0.419,2.3,10.7,0.45,4.8,0.8029999999999999,4.5,3.6,132.0,15.5,880167.596,2014,2,34
University of Florida,78.0,G,4.8,0.38,1.8,11.6,0.455,5.3,0.715,5.4,3.9,72.0,16.3,880167.596,2014,2,45
University of Alabama,78.0,F,2.6,0.301,0.8,10.4,0.493,5.1,0.63,2.6,1.6,89.0,12.7,880167.596,2014,2,37
Arizona State University,78.0,G,3.2,0.326,1.1,8.0,0.456,3.6,0.7040000000000001,2.6,1.9,94.0,10.2,880167.596,2014,2,33
University of Southern California,84.0,C,0.1,0.0,0.0,5.8,0.52,3.0,0.614,1.7,1.1,51.0,7.1,880167.596,2014,0,0
"Iowa State University, Louisiana State University",84.0,C,0.1,0.25,0.0,5.6,0.535,3.0,0.741,2.5,1.8,96.0,7.9,880167.596,2014,2,45
Norfolk State University,82.0,F-C,1.6,0.261,0.4,8.6,0.5529999999999999,4.7,0.685,3.8,2.6,129.0,12.5,880381.1519999999,2012,2,49
Iowa State University,77.0,F-G,1.4,0.32899999999999996,0.5,14.8,0.526,7.8,0.6859999999999999,6.1,4.2,125.0,20.0,884000.0,1988,1,13
Arizona State University,75.0,G,0.0,0.0,0.0,14.2,0.507,7.2,0.747,4.2,3.1,90.0,17.5,889350.0,1984,1,4
West Texas A&M University,73.0,G,0.0,0.0,0.0,7.6,0.568,4.3,0.6779999999999999,4.3,2.9,106.0,11.6,889350.0,1984,2,36
University of Oregon,79.0,F,0.0,0.0,0.0,11.5,0.51,5.9,0.778,5.4,4.2,115.0,15.9,889350.0,1984,1,4
Duke University,83.0,C,0.0,0.0,0.0,13.9,0.531,7.4,0.792,5.4,4.3,122.0,19.0,889350.0,1984,1,7
University of Louisville,77.0,F-G,0.0,0.0,0.0,11.8,0.517,6.1,0.77,4.3,3.3,87.0,15.5,889350.0,1984,1,8
"University of Kentucky, University of Southern California",78.0,G-F,3.0,0.33899999999999997,1.0,9.2,0.428,3.9,0.721,5.1,3.7,124.0,12.6,889995.9,1997,1,24
"University of California, Los Angeles",80.0,F,3.1,0.359,1.1,8.4,0.431,3.6,0.684,2.9,2.0,59.0,10.3,892800.0000000001,2011,2,35
University of Arizona,73.0,G,5.8,0.45799999999999996,2.7,10.1,0.47100000000000003,4.8,0.87,3.5,3.0,129.0,15.2,897075.0,2005,2,31
Central State University,88.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903104.0000000001,1996,1,28
Oral Roberts University,83.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904596.0,1995,1,25
Indiana University,80.0,F,3.7,0.408,1.5,10.2,0.449,4.6,0.8,3.8,3.1,124.0,13.7,908048.0000000001,1996,1,27
University of North Carolina,82.0,F-C,0.4,0.345,0.1,6.5,0.534,3.5,0.71,1.7,1.2,140.0,8.2,912950.0,1991,1,27
University of Louisville,79.0,F-G,0.0,0.0,0.0,6.3,0.573,3.6,0.693,3.0,2.1,135.0,9.2,914760.0,1984,1,3
"University of California, Los Angeles",80.0,F,0.9,0.215,0.2,6.8,0.503,3.4,0.6679999999999999,2.5,1.7,107.0,8.7,916726.9999999999,2008,2,37
Hampton University,82.0,C-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917301.0,1984,2,35
Ohio State University,77.0,G-F,4.8,0.419,2.0,12.3,0.519,6.4,0.7929999999999999,4.4,3.5,125.0,16.8,918347.35,1987,1,3
Georgia Institute of Technology,76.0,G,2.1,0.385,0.8,10.4,0.516,5.4,0.742,4.1,3.0,127.0,14.6,921829.9999999999,1990,2,32
Seton Hall University,81.0,F,0.0,0.0,0.0,7.9,0.527,4.2,0.701,3.4,2.4,100.0,10.7,922000.0,1992,1,15
La Salle University,70.0,G,9.0,0.35200000000000004,3.2,16.4,0.413,6.8,0.794,4.9,3.9,88.0,20.6,922000.0,1992,1,16
"University of the Pacific, Georgia Institute of Technology",76.0,G,5.7,0.371,2.1,12.1,0.42100000000000004,5.1,0.7170000000000001,2.9,2.1,94.0,14.4,922000.0,1992,1,21
Syracuse University,79.0,G-F,2.6,0.337,0.9,9.6,0.447,4.3,0.653,4.2,2.7,132.0,12.2,922000.0,1992,1,26
Oklahoma State University,77.0,F,0.7,0.281,0.2,11.8,0.552,6.5,0.7290000000000001,7.5,5.5,127.0,18.7,922000.0,1992,1,27
University of Louisville,76.0,G,0.0,0.0,0.0,14.9,0.523,7.8,0.6970000000000001,4.2,2.9,126.0,18.5,922383.0,1984,1,2
Aurora University,82.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922383.0,1984,4,56
University of Central Oklahoma,80.0,G-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924600.0,1999,0,0
University of California,78.0,G-F,5.6,0.382,2.1,12.2,0.446,5.4,0.8190000000000001,3.3,2.7,98.0,15.7,929236.0000000001,2014,2,31
Georgetown University,81.0,F,0.3,0.16699999999999998,0.0,7.4,0.544,4.0,0.634,3.9,2.5,68.0,10.5,936064.0000000001,1996,1,26
Oregon State University,82.0,C-F,0.0,0.0,0.0,10.5,0.6779999999999999,7.1,0.64,5.1,3.3,116.0,17.5,937629.0,1984,1,7
St. John's University,77.0,G,4.4,0.29600000000000004,1.3,14.2,0.415,5.9,0.657,5.9,3.9,114.0,16.9,938400.0,1998,1,24
Vanderbilt University,84.0,C,0.0,0.0,0.0,8.2,0.606,5.0,0.62,3.8,2.3,104.0,12.3,939250.0,1988,1,11
"Clemson University, University of Oklahoma",80.0,F,0.2,0.2,0.0,11.8,0.537,6.3,0.713,3.6,2.5,101.0,15.2,939250.0,1988,1,12
Iowa State University,82.0,C,0.1,0.214,0.0,7.8,0.556,4.4,0.713,3.9,2.8,111.0,11.5,941864.0,1995,1,24
University of Dayton,73.0,G,2.4,0.425,1.0,11.0,0.469,5.2,0.746,5.0,3.7,122.0,14.8,948167.9999999999,1990,2,31
Michigan State University,79.0,F,1.7,0.361,0.6,8.0,0.467,3.7,0.687,3.4,2.3,145.0,10.5,948599.9999999999,2012,2,35
Purdue University,80.0,F,4.4,0.389,1.7,10.4,0.44299999999999995,4.6,0.841,3.7,3.1,127.0,14.0,948640.0000000001,2014,2,58
"University of California, Los Angeles",79.0,F,1.6,0.314,0.5,7.1,0.469,3.3,0.5660000000000001,2.9,1.7,121.0,8.8,948737.79,2004,2,46
University of Utah,82.0,F-C,0.0,0.0,0.0,10.8,0.5529999999999999,6.0,0.665,4.1,2.7,116.0,14.6,950334.0,1984,1,8
University of Miami,79.0,G,2.2,0.321,0.7,7.7,0.466,3.6,0.805,3.1,2.5,124.0,10.4,951194.4000000001,2002,1,26
University of Minnesota,80.0,F,0.0,0.0,0.0,11.4,0.527,6.0,0.715,5.5,4.0,26.0,16.0,952875.0,1984,0,0
Indiana University,77.0,G-F,0.0,0.0,0.0,15.6,0.505,7.9,0.78,5.2,4.0,104.0,19.8,952875.0,1984,1,12
University of Arkansas,81.0,C,0.2,0.16699999999999998,0.0,7.8,0.636,5.0,0.6459999999999999,3.5,2.3,137.0,12.2,953348.0,1992,1,22
Syracuse University,80.0,F,0.3,0.3,0.1,5.3,0.486,2.6,0.6409999999999999,3.5,2.2,72.0,7.5,953899.562,2014,2,39
University of Iowa,78.0,G-F,2.9,0.33799999999999997,1.0,10.0,0.415,4.1,0.726,4.4,3.2,136.0,12.5,953899.562,2014,2,56
University of Virginia,78.0,G,4.8,0.40700000000000003,1.9,9.5,0.445,4.2,0.722,3.1,2.2,135.0,12.6,953899.562,2014,2,33
University of Maryland,78.0,F,0.8,0.21,0.2,10.2,0.456,4.7,0.6990000000000001,6.5,4.6,126.0,14.1,956757.6,1997,1,28
"University of San Francisco, Portland State University",78.0,F,2.0,0.28300000000000003,0.6,7.2,0.377,2.7,0.7170000000000001,3.4,2.4,45.0,8.5,957492.586,2006,0,0
University of Arkansas,73.0,G,3.7,0.424,1.6,10.5,0.495,5.2,0.7240000000000001,2.7,2.0,139.0,14.0,958880.0,1992,1,23
University of Pittsburgh,78.0,F,2.3,0.35600000000000004,0.8,10.1,0.498,5.0,0.6920000000000001,3.4,2.4,143.0,13.2,961017.2,2009,2,36
University of Kansas,73.0,G,2.2,0.38299999999999995,0.8,6.6,0.45899999999999996,3.0,0.708,3.7,2.7,126.0,9.6,962713.32,1997,1,27
Florida State University,74.0,G,2.5,0.32299999999999995,0.8,6.5,0.441,2.9,0.636,2.4,1.5,91.0,8.1,964590.0000000001,1994,1,26
St. Mary's University,80.0,F-G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967200.0000000001,1985,2,40
University of Kentucky,85.0,C-F,0.0,0.0,0.0,9.6,0.522,5.0,0.735,4.5,3.3,96.0,13.4,967200.0000000001,1985,1,2
University of Kentucky,70.0,G,3.3,0.371,1.2,8.4,0.42700000000000005,3.6,0.846,3.4,2.9,72.0,11.3,972552.7710000002,2016,2,34
University of Kentucky,77.0,G-F,0.0,0.0,0.0,17.7,0.517,9.2,0.778,4.0,3.1,84.0,21.4,973203.0,1984,1,18
Washington State University,78.0,G,1.3,0.27699999999999997,0.4,7.2,0.46399999999999997,3.3,0.716,3.6,2.6,121.0,9.6,976613.3719999999,2008,2,38
University of Florida,82.0,F,3.2,0.337,1.1,7.8,0.47700000000000004,3.7,0.611,2.8,1.7,142.0,10.2,979200.0000000001,2011,2,38
University of Virginia,77.0,G,3.7,0.365,1.4,10.3,0.43,4.4,0.8759999999999999,3.5,3.1,136.0,13.3,979575.0000000001,2016,2,36
Georgia Institute of Technology,71.0,G,5.3,0.39299999999999996,2.1,12.4,0.456,5.7,0.809,3.9,3.2,124.0,16.6,982520.0,1995,1,23
Weber State University,72.0,G,5.7,0.391,2.2,10.8,0.41,4.4,0.866,4.7,4.0,61.0,15.1,982862.79,2004,0,0
University of Cincinnati,77.0,F,2.1,0.27399999999999997,0.6,10.6,0.515,5.5,0.603,5.4,3.3,50.0,14.8,982974.0,1998,2,31
Georgia Institute of Technology,81.0,F-C,0.0,0.0,0.0,10.0,0.545,5.4,0.621,3.9,2.4,130.0,13.3,984500.0,1993,1,27
Georgetown University,82.0,C,0.1,0.11800000000000001,0.0,3.7,0.479,1.8,0.654,2.0,1.3,121.0,4.9,986631.954,2014,0,0
University of Memphis,80.0,F,0.0,0.0,0.0,4.4,0.614,2.7,0.42,3.1,1.3,149.0,6.7,988781.4999999999,2008,2,33
University of Pittsburgh,79.0,F-C,0.0,0.0,0.0,9.6,0.568,5.5,0.614,4.3,2.7,72.0,13.6,991099.9999999999,2009,2,37
"University of California, Los Angeles",82.0,F-C,0.0,0.0,0.0,3.5,0.564,2.0,0.535,1.5,0.8,29.0,4.7,993700.0,2017,2,47
University of California,82.0,F,0.3,0.409,0.1,8.8,0.544,4.8,0.6659999999999999,5.2,3.5,65.0,13.2,993700.0,2017,2,35
Central Michigan University,78.0,G-F,2.0,0.431,0.9,15.7,0.536,8.4,0.631,7.0,4.4,94.0,21.8,994500.0,1988,1,14
University of Utah,79.0,F,0.0,0.0,0.0,9.9,0.584,5.8,0.703,5.5,3.9,111.0,15.4,996072.0,1984,1,5
University of Kentucky,78.0,G,2.4,0.36700000000000005,0.9,7.6,0.37200000000000005,2.8,0.777,4.6,3.6,79.0,10.1,1000755.0000000001,2016,2,44
Oregon State University,80.0,F-C,0.0,0.0,0.0,12.4,0.54,6.7,0.6920000000000001,4.0,2.8,80.0,16.2,1003695.0,1984,2,25
Saint Louis University,82.0,F-C,0.0,0.0,0.0,7.1,0.574,4.1,0.5,4.1,2.0,67.0,10.2,1005059.8359999999,2015,0,0
"University of Nevada, Las Vegas",84.0,C,0.7,0.294,0.2,8.2,0.47700000000000004,3.9,0.624,3.9,2.4,26.0,10.5,1006050.0000000001,2016,2,41
University of Kentucky,82.0,C,0.0,0.0,0.0,8.1,0.578,4.7,0.6609999999999999,4.9,3.2,89.0,12.6,1008450.0000000001,2007,0,0
University of Arkansas at Little Rock,73.0,G,2.9,0.38,1.1,9.3,0.414,3.9,0.747,4.8,3.6,112.0,12.4,1008576.0000000001,1996,1,24
University of Oregon,71.0,G,3.7,0.38,1.4,16.8,0.484,8.1,0.81,5.5,4.5,57.0,22.2,1009050.0,1991,1,11
University of North Carolina,79.0,F-G,2.8,0.38799999999999996,1.1,8.7,0.518,4.5,0.757,2.7,2.0,140.0,12.2,1009050.0,1991,1,24
University of Texas at El Paso,81.0,F-C,0.0,0.0,0.0,6.1,0.5379999999999999,3.3,0.6,4.3,2.6,122.0,9.2,1011350.0,1993,2,45
St. John's University,81.0,F-C,0.1,0.25,0.0,10.3,0.55,5.7,0.652,5.4,3.5,72.0,14.9,1012999.9999999999,1990,1,21
Mercer University,78.0,F,0.0,0.0,0.0,13.4,0.512,6.9,0.763,5.3,4.0,112.0,17.7,1012999.9999999999,1990,3,54
University of Texas at El Paso,72.0,G,2.0,0.35200000000000004,0.7,9.4,0.486,4.6,0.718,4.2,3.0,124.0,12.8,1012999.9999999999,1990,1,14
Boston College,71.0,G,7.4,0.43200000000000005,3.2,14.6,0.473,6.9,0.841,4.0,3.4,119.0,19.7,1012999.9999999999,1990,1,16
University of Alabama,77.0,G,2.7,0.39899999999999997,1.1,10.1,0.499,5.0,0.74,3.2,2.3,68.0,13.5,1014200.0,1992,1,24
Clemson University,82.0,F-C,0.0,0.0,0.0,8.9,0.5329999999999999,4.7,0.628,3.2,2.0,117.0,11.5,1016400.0,1984,1,20
Brigham Young University,76.0,G,0.0,0.0,0.0,15.9,0.526,8.4,0.816,5.1,4.2,118.0,20.9,1016400.0,1984,2,31
University of North Carolina,81.0,F,0.0,0.0,0.0,10.7,0.541,5.8,0.652,4.5,3.0,84.0,14.5,1016400.0,1984,1,1
University of Louisville,78.0,G-F,0.0,0.0,0.0,9.5,0.5770000000000001,5.5,0.67,4.4,2.9,131.0,13.9,1016400.0,1984,2,35
University of Colorado,79.0,F-G,0.0,0.0,0.0,13.9,0.493,6.9,0.7040000000000001,4.1,2.9,75.0,16.7,1016400.0,1984,1,6
"University of California, Los Angeles",84.0,C,0.1,0.25,0.0,5.4,0.52,2.8,0.7440000000000001,2.1,1.5,104.0,7.1,1021482.0,1995,1,22
Baylor University,81.0,F,0.0,0.0,0.0,11.4,0.575,6.5,0.5579999999999999,6.2,3.5,103.0,16.5,1022074.0,1998,1,22
University of Iowa,84.0,C,0.0,0.25,0.0,3.7,0.585,2.2,0.6,2.6,1.6,102.0,5.9,1023129.9999999999,1990,2,28
University of Minnesota,81.0,F,0.0,0.0,0.0,5.7,0.496,2.8,0.536,2.8,1.5,124.0,7.1,1025344.44,1997,1,25
Pepperdine University,76.0,G,0.0,0.0,0.0,14.0,0.479,6.7,0.563,4.1,2.3,27.0,15.7,1029105.0,1984,2,29
Florida Agricultural and Mechanical University,82.0,C-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031646.0,1984,2,44
Ohio State University,79.0,F,0.0,0.0,0.0,12.9,0.485,6.3,0.772,3.1,2.4,86.0,14.9,1031646.0,1984,1,8
University of Washington,84.0,C-F,0.0,0.0,0.0,11.5,0.509,5.9,0.598,4.8,2.9,106.0,14.6,1031646.0,1984,3,46
Duquesne University,74.0,G,0.0,0.0,0.0,14.5,0.498,7.2,0.7440000000000001,3.9,2.9,104.0,17.4,1036728.0,1984,1,22
University of San Francisco,75.0,G,0.0,0.0,0.0,14.3,0.551,7.9,0.745,6.4,4.7,90.0,20.5,1041810.0,1984,1,7
DePaul University,81.0,F,0.0,0.0,0.0,12.2,0.53,6.5,0.775,4.6,3.5,85.0,16.4,1041810.0,1984,1,2
University of Kentucky,81.0,F,3.4,0.364,1.2,7.7,0.449,3.5,0.759,2.7,2.1,122.0,10.3,1047571.7999999999,1999,1,28
University of Florida,85.0,C,0.2,0.158,0.0,12.8,0.494,6.3,0.7290000000000001,2.9,2.1,110.0,14.8,1053520.0,1990,1,24
University of Michigan,83.0,C-F,0.0,0.0,0.0,9.9,0.522,5.2,0.774,3.6,2.8,122.0,13.1,1053860.0,1987,1,7
University of Georgia,80.0,F,4.0,0.35100000000000003,1.4,13.2,0.449,5.9,0.7509999999999999,4.4,3.3,65.0,16.6,1054044.0,1999,1,27
Louisiana State University,84.0,C,0.0,0.0,0.0,11.2,0.56,6.3,0.45899999999999996,3.5,1.6,32.0,14.1,1057100.0,1991,1,23
University of Louisville,80.0,F-C,0.4,0.275,0.1,8.1,0.586,4.8,0.5329999999999999,3.6,1.9,112.0,11.6,1061000.0,2015,2,32
Syracuse University,81.0,F,0.0,0.0,0.0,5.1,0.56,2.9,0.6809999999999999,2.4,1.6,142.0,7.4,1061000.0,2015,2,36
"University of Houston, University of Oregon",74.0,G,5.6,0.39,2.2,13.0,0.45299999999999996,5.9,0.8859999999999999,3.9,3.5,132.0,17.5,1061000.0,2015,2,43
University of Alabama,80.0,F,0.2,0.222,0.0,8.1,0.509,4.1,0.578,3.8,2.2,119.0,10.4,1062138.0,1995,1,20
University of Iowa,78.0,G,2.9,0.308,0.9,12.0,0.466,5.6,0.698,4.2,2.9,31.0,15.0,1063520.0,1998,1,21
"Midland College, University of Oklahoma",72.0,G,6.0,0.379,2.3,15.2,0.457,6.9,0.6679999999999999,2.9,1.9,74.0,18.1,1063650.0,1990,1,12
Brigham Young University,82.0,F,2.9,0.43,1.2,14.3,0.507,7.3,0.878,4.0,3.5,122.0,19.0,1063650.0,1990,1,13
University of Kentucky,79.0,F,0.1,0.5,0.0,8.0,0.484,3.9,0.713,3.9,2.8,133.0,10.5,1063650.0,1990,3,64
University of Wisconsin,79.0,G-F,5.5,0.33799999999999997,1.9,14.6,0.44,6.4,0.769,5.2,4.0,115.0,18.7,1063832.0,1995,1,21
Stanford University,81.0,F,0.0,0.0,0.0,6.8,0.5870000000000001,4.0,0.596,5.0,3.0,108.0,10.9,1066216.32,2000,1,29
University of Missouri,83.0,C,0.0,0.0,0.0,10.3,0.5379999999999999,5.5,0.721,4.5,3.3,128.0,14.3,1067220.0,1984,1,2
St. John's University,73.0,G,5.0,0.32799999999999996,1.6,12.3,0.396,4.9,0.727,4.4,3.2,65.0,14.6,1073997.6,2000,1,28
Louisiana Tech University,83.0,F-C,0.4,0.377,0.2,8.1,0.488,3.9,0.654,3.2,2.1,121.0,10.1,1074000.0,1993,2,29
University of Pittsburgh,83.0,C,0.0,0.0,0.0,7.6,0.557,4.2,0.486,3.7,1.8,88.0,10.2,1077560.0000000002,1994,1,18
Tennessee State University,81.0,F,3.7,0.42200000000000004,1.5,11.1,0.47600000000000003,5.3,0.802,3.4,2.7,118.0,14.8,1078000.0,2014,0,0
Wake Forest University,79.0,F-G,2.4,0.353,0.9,10.5,0.483,5.1,0.708,4.0,2.9,127.0,13.9,1079666.4,2003,1,29
University of Kentucky,83.0,C-F,0.0,0.0,0.0,8.7,0.581,5.1,0.723,4.3,3.1,105.0,13.3,1079925.0,1984,1,3
University of North Carolina,77.0,G,3.3,0.435,1.4,8.2,0.498,4.1,0.8190000000000001,2.7,2.2,137.0,11.8,1084272.0,1992,1,20
University of Montana,77.0,G-F,0.0,0.0,0.0,14.7,0.49,7.2,0.664,4.0,2.6,107.0,17.1,1085007.0,1984,1,4
University of Pittsburgh,75.0,G,3.9,0.33399999999999996,1.3,12.7,0.423,5.4,0.6990000000000001,4.7,3.3,103.0,15.3,1085480.4,1999,1,26
"University of Notre Dame, University of Arkansas",83.0,C,0.0,0.0,0.0,9.5,0.5870000000000001,5.6,0.723,4.7,3.4,126.0,14.5,1088100.0,1985,1,6
Saint Louis University,80.0,F,0.1,0.33299999999999996,0.0,10.8,0.539,5.8,0.634,5.0,3.2,133.0,14.8,1091696.0,1991,1,23
Iowa State University,75.0,G,2.3,0.327,0.8,10.8,0.38799999999999996,4.2,0.685,4.9,3.4,68.0,12.5,1092275.28,2001,1,27
University of Alabama,82.0,F,0.0,0.0,0.0,5.2,0.517,2.7,0.61,1.6,1.0,102.0,6.4,1094272.0,1996,1,22
Kansas State University,79.0,F,1.1,0.33799999999999997,0.4,6.9,0.46299999999999997,3.2,0.688,3.8,2.6,132.0,9.5,1098300.0,2017,2,33
University of Pittsburgh,78.0,G-F,0.0,0.0,0.0,18.4,0.522,9.6,0.748,4.0,3.0,78.0,22.2,1100253.0,1984,2,21
"University of Washington, Gonzaga University",72.0,G,4.8,0.462,2.2,8.7,0.451,3.9,0.8540000000000001,3.8,3.3,97.0,13.3,1101615.84,2002,1,28
University of New Orleans,83.0,C,0.0,0.0,0.0,8.8,0.591,5.2,0.6459999999999999,4.2,2.7,123.0,13.1,1104430.0,1993,1,23
University of Georgia,79.0,G-F,1.7,0.324,0.5,10.2,0.501,5.1,0.784,2.6,2.1,107.0,12.6,1105000.0,1988,1,10
"University of Nevada, Las Vegas",79.0,G,0.0,0.0,0.0,10.0,0.469,4.7,0.81,4.4,3.5,91.0,12.9,1105335.0,1984,1,9
Jacksonville University,73.0,G,2.2,0.366,0.8,11.3,0.48200000000000004,5.4,0.763,3.0,2.3,108.0,13.9,1108222.0,1990,1,19
"University of Arkansas, California State University, Fresno",80.0,G-F,4.0,0.33799999999999997,1.4,10.1,0.436,4.4,0.628,4.5,2.8,88.0,12.9,1108592.4000000001,2002,1,27
University of Cincinnati,81.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109800.0,1993,1,25
University of Minnesota,73.0,G,3.2,0.307,1.0,11.9,0.42700000000000005,5.1,0.7859999999999999,4.1,3.3,60.0,14.4,1112566.92,1997,1,23
Auburn University,84.0,C,0.0,0.0,0.0,4.9,0.506,2.5,0.6409999999999999,2.9,1.9,128.0,6.8,1112723.04,2000,1,26
Bowling Green State University,82.0,F-C,0.9,0.353,0.3,7.7,0.5539999999999999,4.2,0.6970000000000001,3.8,2.7,95.0,11.5,1114050.0,2015,2,37
Duke University,80.0,F,5.0,0.363,1.8,12.7,0.433,5.5,0.773,4.3,3.4,148.0,16.2,1115999.9999999998,2012,2,33
University of Miami,79.0,F,0.6,0.278,0.2,12.4,0.47600000000000003,5.9,0.644,4.5,2.9,115.0,14.9,1122649.3199999998,1999,1,25
Seton Hall University,83.0,C,0.0,0.0,0.0,5.5,0.537,3.0,0.539,2.2,1.2,59.0,7.1,1124817.84,2001,1,26
Temple University,77.0,G,5.3,0.366,1.9,14.5,0.42100000000000004,6.1,0.79,4.8,3.8,92.0,17.9,1129700.0000000002,1994,1,17
University of Notre Dame,80.0,F,1.9,0.364,0.7,12.0,0.48700000000000004,5.8,0.738,5.1,3.7,85.0,16.1,1129700.0000000002,1994,1,24
