college_x,height_x,position_x,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,salary,season,draft_round,draft_pick
Auburn University,78.0,G,5.5,0.441,2.4,14.2,0.504,7.1,0.747,3.2,2.4,108.0,19.1,1129700.0000000002,1994,1,23
"University of North Carolina, University of Louisville",83.0,C-F,0.0,0.0,0.0,8.9,0.573,5.1,0.557,4.8,2.7,99.0,12.8,1129700.0000000002,1994,1,16
Providence College,81.0,F,0.2,0.34600000000000003,0.1,7.1,0.486,3.4,0.6459999999999999,4.4,2.9,125.0,9.8,1129700.0000000002,1994,1,21
"Texas A&M University, Oklahoma State University",76.0,G,5.5,0.4,2.2,10.4,0.441,4.6,0.753,3.0,2.3,123.0,13.6,1129700.0000000002,1994,1,27
Seton Hall University,76.0,G,5.8,0.359,2.1,13.6,0.375,5.1,0.757,4.6,3.5,56.0,15.8,1137519.5550000002,2016,2,42
"Northeast Mississippi Community College, Mississippi State University",80.0,F,2.5,0.29600000000000004,0.7,12.7,0.474,6.0,0.7440000000000001,2.6,1.9,33.0,14.7,1138768.0,1996,1,21
Vanderbilt University,83.0,C,0.0,0.0,0.0,4.9,0.562,2.7,0.584,3.9,2.3,121.0,7.7,1139391.3599999999,2012,1,30
Marquette University,78.0,F,3.4,0.35700000000000004,1.2,10.7,0.452,4.8,0.789,3.3,2.6,138.0,13.5,1140412.32,2010,1,30
University of Colorado,84.0,C,0.0,0.0,0.0,9.2,0.601,5.6,0.5529999999999999,7.0,3.9,88.0,15.0,1140539.4,2004,1,29
Morgan State University,85.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143450.0,1984,1,3
University of North Carolina,78.0,G-F,0.0,0.0,0.0,11.7,0.56,6.5,0.764,3.8,2.9,126.0,16.0,1143450.0,1984,1,4
University of Rhode Island,79.0,F-G,0.0,0.0,0.0,17.2,0.496,8.5,0.706,5.8,4.1,84.0,21.2,1143450.0,1984,1,21
University of Southern California,81.0,F,0.0,0.0,0.0,15.7,0.496,7.8,0.657,4.6,3.0,45.0,18.6,1143450.0,1984,1,11
Stanford University,76.0,G-F,2.5,0.47700000000000004,1.2,12.3,0.5379999999999999,6.6,0.84,5.6,4.7,124.0,18.8,1144690.0,1990,1,15
University of Maryland,82.0,F-C,0.6,0.389,0.2,12.7,0.525,6.7,0.7559999999999999,4.0,3.1,59.0,16.6,1144690.0,1990,1,17
University of San Francisco,79.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144747.44,2005,1,30
Clemson University,82.0,F-C,0.1,0.5,0.0,9.0,0.598,5.4,0.7040000000000001,4.4,3.1,122.0,13.9,1145500.0,1987,1,10
University of Kentucky,74.0,G,2.0,0.325,0.7,8.8,0.41200000000000003,3.6,0.7140000000000001,3.0,2.1,40.0,10.0,1147694.4,2012,1,29
University of Kentucky,82.0,C-F,0.1,0.0,0.0,2.4,0.527,1.3,0.524,1.7,0.9,38.0,3.4,1148722.8,2010,1,29
Southern Methodist University,84.0,C-F,0.0,0.0,0.0,10.4,0.5589999999999999,5.8,0.649,4.5,2.9,123.0,14.5,1149154.5,1985,1,5
"University of Oregon, University of Houston",78.0,G,4.8,0.38,1.8,10.4,0.46399999999999997,4.8,0.7959999999999999,1.9,1.5,134.0,12.9,1150600.0,2017,2,44
Gonzaga University,74.0,G,1.8,0.311,0.6,7.3,0.465,3.4,0.7040000000000001,2.7,1.9,134.0,9.3,1152000.0000000002,2011,0,0
University of Kansas,81.0,F,0.2,0.24,0.1,9.9,0.5579999999999999,5.5,0.784,5.0,3.9,106.0,15.0,1153199.88,2005,1,29
University of Nebraska,86.0,C,0.0,0.4,0.0,8.1,0.564,4.5,0.6759999999999999,4.1,2.8,124.0,11.9,1153200.0,1991,1,14
Providence College,73.0,G,4.1,0.354,1.4,13.5,0.435,5.9,0.784,5.2,4.1,117.0,17.3,1153200.0,1991,1,21
Wake Forest University,74.0,G,6.9,0.395,2.7,12.1,0.446,5.4,0.804,6.0,4.9,120.0,18.4,1155308.0,1995,1,19
Baylor University,83.0,F,0.7,0.27899999999999997,0.2,10.5,0.522,5.5,0.6779999999999999,3.8,2.6,63.0,13.7,1156131.3599999999,2012,1,28
University of Maryland,78.0,G,5.1,0.32899999999999996,1.7,13.0,0.425,5.5,0.828,3.9,3.2,136.0,16.0,1157167.32,2010,1,28
Temple University,78.0,G,5.0,0.292,1.5,14.4,0.39899999999999997,5.7,0.624,3.9,2.4,125.0,15.4,1157245.68,2006,1,29
"St. John's University, Duke University",80.0,F,1.5,0.38299999999999995,0.6,8.3,0.479,4.0,0.711,3.0,2.1,126.0,10.7,1157360.0,1998,1,20
University of Notre Dame,81.0,F,2.5,0.358,0.9,13.8,0.488,6.7,0.747,5.9,4.4,111.0,18.8,1157360.0,1998,1,19
"University of Tennessee, University of California",75.0,G,5.2,0.302,1.6,15.2,0.42200000000000004,6.4,0.773,5.1,4.0,81.0,18.3,1158867.84,1997,1,22
"University of Kansas, University of New Mexico",77.0,G,4.8,0.35,1.7,10.9,0.46399999999999997,5.1,0.602,2.5,1.5,122.0,13.3,1159072.3199999998,2008,1,30
University of Wisconsin,78.0,F,2.5,0.307,0.8,12.4,0.48,6.0,0.636,6.1,3.9,134.0,16.5,1160240.4000000001,2007,1,29
"Auburn University, Florida State University",74.0,G,4.9,0.376,1.8,12.9,0.442,5.7,0.802,4.4,3.6,130.0,16.8,1161615.8399999999,2009,1,29
"University of Texas at El Paso, Mississippi State University",83.0,F,1.0,0.289,0.3,8.6,0.511,4.4,0.6759999999999999,3.4,2.3,100.0,11.4,1163229.1199999999,2012,1,27
University of Alabama,79.0,F,1.8,0.175,0.3,8.0,0.43799999999999994,3.5,0.568,4.3,2.4,36.0,9.8,1163309.04,2001,1,25
"University of Kentucky, University of Arizona",78.0,F,3.0,0.375,1.1,12.4,0.508,6.3,0.767,3.6,2.7,126.0,16.5,1163500.0,1993,1,22
Florida State University,79.0,F,1.2,0.263,0.3,12.8,0.52,6.7,0.725,4.9,3.6,93.0,17.2,1163500.0,1993,1,15
University of Connecticut,79.0,G-F,4.0,0.35700000000000004,1.4,10.7,0.426,4.6,0.64,4.0,2.6,119.0,13.1,1163500.0,1993,1,20
Florida State University,75.0,G,4.5,0.366,1.6,13.9,0.478,6.7,0.7340000000000001,4.6,3.4,66.0,18.3,1163500.0,1993,1,24
University of Alabama,74.0,G,6.3,0.371,2.3,14.8,0.447,6.6,0.6970000000000001,4.8,3.4,96.0,18.9,1163500.0,1993,1,21
"Northwestern University, University of Kansas",76.0,G,4.1,0.426,1.7,9.0,0.5,4.5,0.8370000000000001,3.1,2.6,120.0,13.4,1163500.0,1993,1,16
Seton Hall University,86.0,C,0.0,0.0,0.0,5.6,0.522,2.9,0.644,1.8,1.2,64.0,7.1,1163500.0,1993,1,18
University of Iowa,82.0,F-C,0.1,0.28600000000000003,0.0,10.9,0.508,5.5,0.68,6.3,4.3,116.0,15.3,1163500.0,1993,1,19
"Indiana University, Xavier University",76.0,G,4.4,0.384,1.7,12.4,0.455,5.6,0.765,3.3,2.6,65.0,15.5,1164271.44,2010,1,27
University of Kentucky,77.0,G,1.9,0.266,0.5,10.8,0.44,4.8,0.637,6.4,4.1,33.0,14.1,1164453.6,2013,1,29
"Delta State University, University of Mississippi",77.0,G-F,3.9,0.377,1.5,19.9,0.511,10.2,0.736,5.8,4.3,60.0,26.1,1164950.0,1990,1,20
Clemson University,83.0,C,0.1,0.3,0.0,10.9,0.562,6.1,0.6409999999999999,4.7,3.0,123.0,15.3,1164950.0,1990,1,27
Michigan State University,77.0,G,4.3,0.38,1.6,9.6,0.441,4.2,0.775,3.2,2.5,124.0,12.5,1165733.28,2006,1,28
Indiana University,81.0,F,0.0,0.33299999999999996,0.0,9.8,0.562,5.5,0.69,5.1,3.5,99.0,14.6,1167500.88,2008,1,29
University of Missouri,80.0,F,2.8,0.287,0.8,11.3,0.413,4.7,0.7070000000000001,6.1,4.3,49.0,14.4,1168669.44,2005,1,27
University of Georgia,79.0,F-G,0.0,0.0,0.0,17.5,0.53,9.3,0.6990000000000001,4.4,3.1,78.0,21.6,1168860.0,1984,1,3
University of North Carolina,76.0,G,5.0,0.397,2.0,11.6,0.46299999999999997,5.4,0.809,2.5,2.0,115.0,14.7,1170150.96,2009,1,28
"University of California, Los Angeles",77.0,G,5.4,0.373,2.0,10.9,0.457,5.0,0.7809999999999999,3.6,2.8,104.0,14.8,1175927.4000000001,2007,1,27
Syracuse University,83.0,F,7.5,0.345,2.6,14.9,0.418,6.2,0.7070000000000001,3.8,2.7,35.0,17.7,1176074.7599999998,2008,1,28
Marquette University,80.0,F-G,0.9,0.38299999999999995,0.3,7.2,0.508,3.7,0.773,5.6,4.3,106.0,12.0,1176145.9200000002,2011,1,30
"Vanderbilt University, University of Missouri",80.0,F,0.7,0.281,0.2,8.4,0.535,4.5,0.603,3.5,2.1,134.0,11.2,1177286.88,2009,1,27
"University of California, Los Angeles",81.0,F-G,1.4,0.375,0.5,9.4,0.452,4.3,0.736,4.3,3.1,71.0,12.2,1178987.04,2014,1,30
University of Illinois at Urbana-Champaign,75.0,G,4.1,0.326,1.3,11.7,0.396,4.6,0.807,4.6,3.7,101.0,14.3,1180570.08,2002,1,25
North Carolina State University,79.0,F,0.0,0.0,0.0,16.0,0.516,8.3,0.6809999999999999,6.0,4.1,86.0,20.6,1181565.0,1984,1,6
"Georgetown University, Phillips University",80.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182030.0,1991,1,20
University of Kansas,81.0,F,0.2,0.11800000000000001,0.0,8.7,0.541,4.7,0.6759999999999999,2.7,1.8,78.0,11.3,1183340.7599999998,2008,1,27
University of Texas at Austin,75.0,G,3.5,0.413,1.4,8.9,0.42200000000000004,3.8,0.6990000000000001,2.0,1.4,36.0,10.4,1184716.8,2011,1,29
Western Carolina University,79.0,G,6.4,0.34600000000000003,2.2,15.5,0.462,7.2,0.841,8.0,6.8,79.0,23.3,1190334.6,2004,1,26
University of Louisville,75.0,G,2.9,0.33899999999999997,1.0,9.3,0.48100000000000004,4.5,0.866,4.3,3.7,133.0,13.6,1191640.0,1991,1,19
Cleveland State University,74.0,G,3.1,0.321,1.0,11.1,0.435,4.8,0.826,4.2,3.5,140.0,14.1,1193425.9200000002,2011,1,28
Washington State University,86.0,C,0.0,0.0,0.0,6.3,0.542,3.4,0.581,2.9,1.7,84.0,8.5,1194270.0,1984,4,73
"University of California, Irvine",81.0,C-F,0.1,0.5,0.0,9.9,0.556,5.5,0.7809999999999999,5.3,4.2,117.0,15.2,1195339.9999999998,1990,3,53
Duke University,83.0,C-F,0.0,1.0,0.0,3.5,0.557,1.9,0.625,1.5,0.9,135.0,4.8,1197780.48,2012,1,26
University of Washington,79.0,G-F,1.2,0.327,0.4,9.5,0.503,4.8,0.768,4.1,3.1,136.0,13.1,1198853.76,2010,1,26
Purdue University,82.0,F,0.4,0.25,0.1,10.1,0.501,5.0,0.743,4.7,3.5,140.0,13.7,1200752.6400000001,2011,1,27
"University of California, Los Angeles",81.0,F-C,1.5,0.415,0.6,8.9,0.47,4.2,0.626,4.1,2.6,36.0,11.6,1201009.5599999998,2015,1,30
University of Louisiana at Lafayette,78.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201250.0,1991,1,18
University of Cincinnati,79.0,F,0.1,0.28600000000000003,0.0,8.6,0.507,4.4,0.653,5.2,3.4,129.0,12.1,1203595.56,2005,1,26
University of Dayton,74.0,G,0.0,0.0,0.0,16.5,0.45399999999999996,7.5,0.763,5.6,4.3,81.0,19.3,1206975.0,1984,2,22
Bradley University,78.0,G,4.6,0.379,1.7,10.5,0.447,4.7,0.75,5.2,3.9,112.0,15.0,1207282.08,1997,1,21
"University of California, Los Angeles",74.0,G,4.4,0.33299999999999996,1.5,10.8,0.41,4.4,0.76,4.0,3.0,66.0,13.3,1207708.32,2006,1,26
Rutgers University,81.0,F-C,0.0,0.0,0.0,12.8,0.545,7.0,0.655,4.2,2.8,122.0,16.7,1209000.0,1985,1,6
St. John's University,78.0,F-G,0.0,0.0,0.0,12.8,0.55,7.0,0.848,6.4,5.5,125.0,19.5,1209000.0,1985,1,7
University of Dayton,78.0,F-G,0.0,0.0,0.0,11.0,0.349,3.8,0.718,4.4,3.2,88.0,10.9,1209000.0,1985,1,12
University of Wyoming,82.0,C-F,0.1,0.14300000000000002,0.0,6.9,0.547,3.8,0.608,4.4,2.7,111.0,10.3,1209516.0,1995,1,18
Syracuse University,83.0,F,0.1,1.0,0.1,7.1,0.478,3.4,0.563,4.4,2.5,16.0,9.3,1209794.64,2015,1,29
Stanford University,79.0,F,1.5,0.319,0.5,6.4,0.451,2.9,0.61,2.1,1.3,135.0,7.5,1209794.64,2015,1,29
University of Oregon,72.0,G,4.8,0.374,1.8,10.1,0.43,4.3,0.8340000000000001,3.2,2.7,115.0,13.1,1211036.4000000001,2007,1,26
University of Southern California,81.0,F,0.0,0.0,0.0,8.2,0.58,4.8,0.629,4.6,2.9,105.0,12.4,1212406.7999999998,2009,1,26
University of Colorado,79.0,G-F,1.4,0.35,0.5,7.1,0.516,3.6,0.5820000000000001,3.2,1.9,105.0,9.6,1215258.9600000002,2013,1,26
University of Michigan,82.0,F,0.0,0.0,0.0,10.4,0.562,5.9,0.755,2.7,2.0,102.0,13.8,1215599.9999999998,1990,1,16
University of Missouri-Kansas City,78.0,G,4.3,0.37,1.6,15.8,0.47700000000000004,7.5,0.753,7.0,5.3,112.0,22.0,1216600.0000000002,1994,1,19
Augsburg College,80.0,G-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218068.04,1999,1,23
Indiana University-Purdue University Indianapolis,75.0,G,2.3,0.40399999999999997,0.9,10.7,0.529,5.6,0.785,6.1,4.8,95.0,17.0,1218508.2,2008,1,26
Boston College,81.0,F,0.0,0.0,0.0,10.4,0.565,5.9,0.78,6.3,4.9,126.0,16.7,1220076.0000000002,1994,1,22
"Northern Illinois University, Iowa State University",78.0,F,3.6,0.305,1.1,9.5,0.391,3.7,0.731,2.5,1.8,117.0,10.3,1221030.318,2017,2,58
University of California,73.0,G,3.6,0.387,1.4,10.7,0.47700000000000004,5.1,0.757,4.5,3.4,118.0,14.0,1228205.0999999999,1987,1,7
"Butler County Community College, Oklahoma State University",76.0,G-F,2.2,0.34700000000000003,0.8,11.5,0.47700000000000004,5.5,0.682,5.2,3.5,67.0,15.3,1231120.8,2004,1,25
University of Kentucky,82.0,F,1.8,0.401,0.7,6.6,0.515,3.4,0.684,2.4,1.6,103.0,9.2,1236000.0,1996,1,19
University of Texas at Austin,79.0,G-F,5.6,0.377,2.1,12.2,0.43,5.2,0.71,2.7,1.9,70.0,14.5,1236425.472,2011,1,26
University of Washington,78.0,G,1.6,0.161,0.3,12.8,0.44299999999999995,5.7,0.583,7.5,4.4,35.0,16.0,1238893.92,2012,1,25
University of North Carolina,78.0,G-F,5.1,0.349,1.8,8.0,0.38799999999999996,3.1,0.8,2.5,2.0,71.0,10.0,1239398.1600000001,2014,1,26
University of South Florida,76.0,G,5.2,0.32299999999999995,1.7,14.1,0.442,6.2,0.737,6.5,4.8,95.0,18.9,1240004.04,2010,1,25
Vanderbilt University,84.0,F-C,0.1,0.125,0.0,9.1,0.5660000000000001,5.1,0.565,5.3,3.0,99.0,13.3,1240682.0400000003,2016,1,30
"DePaul University, University of Texas at Austin",73.0,G,6.5,0.361,2.4,13.0,0.435,5.7,0.741,4.1,3.0,93.0,16.7,1242670.0000000002,1994,1,20
"University of Arkansas at Little Rock, Tennessee State University",83.0,C-F,0.2,0.25,0.1,12.4,0.603,7.5,0.629,6.5,4.1,79.0,19.1,1242670.0000000002,1994,1,11
"University of California, Los Angeles",73.0,G,1.2,0.46399999999999997,0.6,9.6,0.513,4.9,0.624,2.7,1.7,122.0,12.0,1245989.9999999998,1990,1,10
Auburn University,74.0,G,0.0,0.0,0.0,17.4,0.444,7.7,0.8009999999999999,5.0,4.0,102.0,19.5,1247631.0,1984,3,49
Michigan State University,76.0,G,3.1,0.364,1.1,9.4,0.457,4.3,0.831,3.0,2.5,97.0,12.2,1249066.08,2006,1,25
University of Washington,77.0,G,3.5,0.28800000000000003,1.0,14.3,0.41600000000000004,5.9,0.6629999999999999,4.9,3.2,34.0,16.1,1249704.7200000002,2016,1,29
Rice University,78.0,G,2.9,0.435,1.3,10.5,0.49200000000000005,5.2,0.8240000000000001,4.2,3.5,121.0,15.1,1252420.2000000002,2007,1,25
Indiana University,76.0,G,1.9,0.439,0.8,7.5,0.514,3.8,0.7659999999999999,4.6,3.5,132.0,12.0,1253000.0,1993,1,17
University of North Carolina,79.0,G-F,4.9,0.387,1.9,8.2,0.439,3.6,0.72,1.2,0.9,100.0,9.9,1257006.0,2013,1,25
"Boston College, University of Wisconsin",84.0,C,0.0,0.0,0.0,4.9,0.498,2.4,0.6990000000000001,2.0,1.4,116.0,6.3,1257425.4,1997,1,20
Jackson State University,79.0,F-G,0.0,0.0,0.0,24.3,0.5329999999999999,13.0,0.721,5.0,3.6,22.0,29.5,1257795.0,1984,1,5
University of Kentucky,83.0,F,0.1,0.0,0.0,5.3,0.516,2.7,0.6609999999999999,1.7,1.1,36.0,6.6,1258981.5600000003,2016,1,28
University of Illinois at Urbana-Champaign,81.0,F,2.1,0.33899999999999997,0.7,9.4,0.51,4.8,0.7929999999999999,3.7,2.9,132.0,13.2,1261090.5599999998,2003,1,24
Pepperdine University,77.0,G,5.6,0.391,2.2,15.1,0.439,6.6,0.8240000000000001,3.2,2.7,65.0,18.1,1262336.4000000001,2001,1,23
New Mexico State University,81.0,F,0.3,0.17600000000000002,0.0,11.8,0.551,6.5,0.711,5.0,3.5,68.0,16.6,1266606.36,2016,1,27
University of New Mexico,79.0,F,1.5,0.353,0.5,10.1,0.537,5.4,0.74,5.9,4.3,123.0,15.7,1268921.04,1999,1,22
Wichita State University,79.0,F,0.0,0.0,0.0,13.5,0.564,7.6,0.624,5.0,3.1,117.0,18.4,1269450.0,1985,1,4
Villanova University,74.0,G,0.0,0.0,0.0,7.5,0.525,3.9,0.792,2.1,1.7,124.0,9.5,1270500.0,1984,4,75
Albany State University,83.0,C-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270500.0,1984,2,32
University of North Carolina,81.0,F,0.0,0.0,0.0,9.3,0.608,5.7,0.6409999999999999,3.7,2.4,92.0,13.7,1270500.0,1984,1,5
University of Oklahoma,81.0,C-F,0.0,0.0,0.0,18.0,0.539,9.7,0.7020000000000001,5.6,3.9,73.0,23.4,1270500.0,1984,1,4
University of Notre Dame,83.0,C,0.0,0.0,0.0,5.7,0.5429999999999999,3.1,0.695,2.0,1.4,98.0,7.6,1270500.0,1984,3,65
University of Alabama,78.0,F,0.0,0.0,0.0,12.8,0.556,7.1,0.659,6.2,4.1,118.0,18.4,1270500.0,1984,1,18
University of North Carolina,81.0,F-C,1.4,0.25,0.3,10.1,0.5760000000000001,5.8,0.7959999999999999,5.2,4.2,135.0,15.9,1270500.0,1984,1,4
Miami University,78.0,G-F,0.0,0.0,0.0,15.1,0.534,8.1,0.642,5.7,3.7,120.0,19.8,1272650.5,1987,1,8
Louisiana State University,80.0,F,0.2,0.071,0.0,10.8,0.518,5.6,0.669,4.3,2.9,65.0,14.0,1273200.0,2015,2,33
Florida State University,77.0,G,5.4,0.336,1.8,13.7,0.45,6.1,0.652,5.8,3.8,119.0,17.9,1273888.0,1995,1,17
North Carolina State University,79.0,F,0.3,0.25,0.1,7.8,0.557,4.3,0.667,2.8,1.9,128.0,10.6,1276379.9999999998,1990,2,43
Providence College,77.0,G-F,4.2,0.33299999999999996,1.4,11.2,0.46399999999999997,5.2,0.7390000000000001,3.6,2.6,113.0,14.4,1278858.2400000002,2011,1,25
University of Kentucky,81.0,F,4.6,0.32899999999999996,1.5,10.5,0.457,4.8,0.743,2.7,2.0,135.0,13.1,1280964.4800000002,2002,1,23
Saint Joseph's University,76.0,G,3.4,0.377,1.3,10.3,0.489,5.1,0.831,3.0,2.5,89.0,13.9,1282390.2,2004,1,24
Oregon State University,76.0,G,2.5,0.344,0.9,8.5,0.455,3.9,0.754,5.8,4.4,98.0,13.0,1290453.1199999999,2012,1,24
University of Missouri,76.0,G,2.5,0.39299999999999996,1.0,12.2,0.466,5.7,0.779,5.7,4.5,117.0,16.8,1290800.0,1992,1,15
University of Texas at Austin,79.0,G-F,2.0,0.364,0.7,10.4,0.479,5.0,0.64,4.4,2.8,142.0,13.5,1291609.44,2010,1,24
Syracuse University,80.0,F,0.8,0.39,0.3,11.6,0.5329999999999999,6.2,0.738,5.4,4.0,127.0,16.7,1293680.0,1996,1,18
Auburn University,80.0,F,0.0,0.0,0.0,15.1,0.536,8.1,0.757,2.9,2.2,126.0,18.3,1295927.06,1987,1,4
University of Illinois at Urbana-Champaign,75.0,G,4.3,0.382,1.6,7.5,0.473,3.5,0.752,1.9,1.4,128.0,10.1,1296572.4,2005,1,24
University of Florida,80.0,F,0.0,0.0,0.0,7.7,0.507,3.9,0.61,3.8,2.3,37.0,10.1,1300740.48,2000,1,22
Villanova University,72.0,G,0.7,0.325,0.2,7.1,0.449,3.2,0.737,4.0,2.9,57.0,9.5,1301071.92,2006,1,24
University of Maryland,80.0,F-C,0.0,0.0,0.0,8.5,0.615,5.2,0.623,4.9,3.1,85.0,13.6,1303533.0,1984,1,3
Louisiana State University,82.0,F,2.0,0.308,0.6,10.1,0.494,5.0,0.6890000000000001,4.5,3.1,65.0,13.7,1305921.24,2015,1,25
Ohio State University,84.0,C,0.0,0.0,0.0,5.7,0.638,3.6,0.5589999999999999,2.8,1.6,33.0,8.8,1306153.2,2009,1,24
University of Notre Dame,77.0,F-G,0.0,0.0,0.0,16.6,0.562,9.3,0.8,8.9,7.2,86.0,25.8,1308615.0,1984,1,6
University of Kansas,83.0,C,0.0,1.0,0.0,6.0,0.5489999999999999,3.3,0.669,4.2,2.8,128.0,9.4,1309874.16,1997,1,19
Southern Methodist University,78.0,G,4.1,0.28,1.1,14.6,0.39399999999999996,5.8,0.71,6.2,4.4,117.0,17.0,1314824.4000000001,2001,1,22
Temple University,84.0,C,0.0,0.0,0.0,5.5,0.504,2.8,0.624,2.7,1.7,75.0,7.2,1316899.9999999998,1990,1,18
Ohio University,77.0,G-F,6.6,0.419,2.7,15.4,0.488,7.5,0.846,3.8,3.2,115.0,20.3,1316899.9999999998,1990,1,15
University of Kentucky,80.0,F,0.0,0.0,0.0,10.1,0.5710000000000001,5.8,0.75,5.6,4.2,132.0,15.8,1317325.0,1987,1,5
University of Tennessee,78.0,G,6.4,0.424,2.7,15.3,0.46,7.0,0.8490000000000001,6.0,5.1,128.0,21.9,1317440.0,1993,1,11
Texas State University,83.0,F-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321808.16,1999,1,21
Temple University,81.0,F-C,0.0,0.0,0.0,7.8,0.544,4.3,0.605,3.3,2.0,130.0,10.5,1326000.0,1988,1,7
Boston College,75.0,G,3.5,0.35100000000000003,1.2,9.9,0.465,4.6,0.753,3.0,2.3,99.0,12.7,1332080.6400000001,2011,1,24
Stanford University,78.0,G-F,5.5,0.42700000000000005,2.3,12.2,0.47,5.8,0.7709999999999999,5.6,4.3,95.0,18.1,1334394.7200000002,2002,1,22
University of Connecticut,73.0,G,4.8,0.375,1.8,10.1,0.41100000000000003,4.2,0.813,4.4,3.6,143.0,13.7,1335253.9200000002,2014,1,24
"University of California, Los Angeles",79.0,F,4.9,0.41100000000000003,2.0,12.9,0.5,6.5,0.7909999999999999,4.2,3.4,98.0,18.3,1336900.0,1992,1,18
Indiana University,81.0,F,0.2,0.231,0.0,11.4,0.54,6.2,0.6459999999999999,5.6,3.6,124.0,16.0,1339954.0,1995,1,16
Valparaiso University,74.0,G,6.9,0.435,3.0,12.8,0.449,5.8,0.8340000000000001,3.8,3.2,121.0,17.7,1340348.0,1998,1,16
Vanderbilt University,76.0,G,7.1,0.43799999999999994,3.1,11.2,0.46799999999999997,5.3,0.856,3.8,3.3,98.0,16.9,1344288.96,2012,1,23
Old Dominion University,82.0,F-C,0.0,0.0,0.0,13.5,0.606,8.2,0.6890000000000001,7.1,4.9,85.0,21.3,1345400.0,1991,1,16
Clemson University,80.0,F,0.5,0.324,0.2,9.2,0.5589999999999999,5.1,0.624,3.9,2.4,134.0,12.9,1345493.52,2010,1,23
University of North Carolina,82.0,F,0.0,0.0,0.0,8.6,0.5770000000000001,5.0,0.715,2.8,2.0,148.0,11.9,1349081.2800000003,2016,1,25
University of Louisville,79.0,F-G,5.0,0.369,1.8,10.5,0.44799999999999995,4.7,0.8490000000000001,3.7,3.2,98.0,14.4,1350795.5999999999,2005,1,23
Southern Methodist University,79.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351319.0320000001,2017,2,37
Michigan State University,79.0,F,2.8,0.377,1.1,8.5,0.484,4.1,0.746,3.1,2.3,137.0,11.6,1355028.48,2000,1,21
University of Connecticut,82.0,F-C,0.0,0.0,0.0,6.4,0.578,3.7,0.5589999999999999,3.4,1.9,103.0,9.3,1355392.56,2006,1,23
DePaul University,80.0,F,2.6,0.303,0.8,11.4,0.445,5.1,0.659,3.0,2.0,59.0,12.9,1359091.8,2007,1,23
Duke University,74.0,G,3.2,0.379,1.2,8.3,0.41700000000000004,3.5,0.889,4.2,3.7,39.0,11.8,1360286.88,2015,1,24
University of Arizona,79.0,F,2.2,0.375,0.8,7.3,0.48100000000000004,3.5,0.745,3.3,2.5,139.0,10.3,1363867.9200000002,2013,1,23
Ohio State University,84.0,C,1.7,0.349,0.6,11.8,0.508,6.0,0.68,2.7,1.8,37.0,14.4,1367606.5199999998,2008,1,23
University of North Carolina,76.0,G,4.4,0.368,1.6,15.3,0.45399999999999996,6.9,0.81,4.0,3.2,69.0,18.7,1369586.8800000001,2001,1,21
Tennessee State University,79.0,F-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372140.0,1984,2,22
University of North Carolina,75.0,G,6.3,0.408,2.6,9.7,0.512,4.9,0.823,2.8,2.3,127.0,12.9,1374600.0,1987,1,6
Georgetown University,79.0,F-G,5.9,0.386,2.3,12.0,0.49,5.9,0.768,4.0,3.1,138.0,15.3,1374600.0,1987,1,4
Georgia Institute of Technology,77.0,G,5.0,0.271,1.4,15.2,0.441,6.7,0.64,5.6,3.6,33.0,18.4,1376729.4,1999,1,20
University of Kansas,83.0,C,0.0,0.0,0.0,4.3,0.568,2.5,0.512,2.4,1.2,135.0,6.1,1379300.0,2015,2,56
Auburn University,80.0,F,2.0,0.33899999999999997,0.7,10.8,0.501,5.4,0.7120000000000001,3.1,2.2,128.0,13.4,1381250.0,1988,1,4
Northeast Mississippi Community College,80.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390037.04,2002,1,21
Creighton University,84.0,C,0.0,0.0,0.0,12.2,0.562,6.9,0.72,5.5,4.0,89.0,17.7,1390350.0,1985,1,3
University of North Carolina,84.0,C,0.0,0.0,0.0,7.7,0.585,4.5,0.624,4.3,2.7,139.0,11.7,1390400.0000000002,1994,1,9
"Mississippi State University, Duke University",80.0,G-F,4.4,0.396,1.8,10.4,0.455,4.7,0.773,2.6,2.0,67.0,13.3,1391008.08,2014,1,23
